year,month,marketplace_name,province,city,total_customers,total_orders,total_revenue
2024,6,shopee,jawa tengah,kabupaten pemalang,7,7,640925.00
2024,7,tiktok,kalimantan barat,kabupaten sambas,4,6,640911.00
2024,9,shopee,jawa barat,kabupaten cianjur,8,8,640245.00
2024,11,shopee,jawa tengah,kabupaten semarang,6,8,640201.00
2024,12,tiktok,jawa tengah,kabupaten pemalang,6,7,639785.00
2024,6,shopee,jawa timur,kabupaten nganjuk,10,12,639682.00
2024,11,shopee,jawa timur,kabupaten jombang,6,7,638301.00
2024,7,tiktok,sumatera utara,kabupaten deli serdang,4,4,637438.00
2024,12,shopee,jawa tengah,kabupaten pati,6,7,636939.00
2024,11,tiktok,jawa timur,kabupaten sampang,7,7,631424.00
2024,5,shopee,jawa timur,kota surabaya,5,5,629810.00
2024,11,shopee,banten,kabupaten pandeglang,5,6,629646.00
2024,8,tiktok,nusa tenggara barat (ntb),kabupaten lombok utara,4,4,628822.00
2024,11,tiktok,kalimantan timur,kota balikpapan,7,7,628289.00
2024,8,tiktok,sulawesi selatan,kabupaten gowa,6,6,628202.00
2024,10,shopee,jawa tengah,kota surakarta (solo),9,9,626962.00
2024,6,shopee,jawa tengah,kabupaten tegal,8,8,626623.00
2024,12,tiktok,jawa tengah,kota surakarta (solo),6,7,626288.00
2024,12,tiktok,jawa tengah,kabupaten cilacap,6,6,626068.00
2024,6,tiktok,jawa tengah,kabupaten tegal,5,5,622903.00
2024,8,shopee,jawa tengah,kabupaten purworejo,3,3,622237.00
2024,7,shopee,lampung,kabupaten lampung timur,7,7,621616.00
2024,11,tiktok,sumatera selatan,kota palembang,6,6,621406.00
2024,11,tiktok,bangka belitung,kabupaten bangka barat,3,3,621344.00
2024,9,tiktok,lampung,kabupaten lampung tengah,6,6,620704.00
2024,12,shopee,sumatera selatan,kabupaten muara enim,5,5,619157.00
2024,6,shopee,jawa timur,kabupaten pasuruan,7,8,616880.00
2024,12,tiktok,jawa barat,kota cimahi,6,6,616808.00
2024,12,shopee,sumatera selatan,kabupaten ogan komering ulu timur,6,6,615976.00
2024,8,tiktok,kalimantan selatan,kabupaten tanah laut,5,6,615618.00
2024,6,tiktok,jawa barat,kabupaten bogor,5,5,615420.00
2024,10,tiktok,riau,kota pekanbaru,7,7,613307.00
2024,7,tiktok,di yogyakarta,kabupaten gunung kidul,6,6,613140.00
2024,7,shopee,jawa barat,kabupaten subang,6,6,612607.00
2024,9,tiktok,banten,kota cilegon,4,6,612461.00
2024,9,tiktok,sulawesi selatan,kabupaten sidenreng rappang/rapang,4,5,611530.00
2024,10,tiktok,jawa tengah,kabupaten kendal,7,7,611439.00
2024,12,shopee,lampung,kota bandar lampung,6,7,611016.00
2024,6,shopee,jawa barat,kota bandung,7,7,609738.00
2024,6,shopee,jawa barat,kabupaten bandung barat,7,7,609425.00
2024,10,shopee,banten,kabupaten serang,6,7,609243.00
2024,11,shopee,di yogyakarta,kabupaten sleman,7,9,609178.00
2024,7,tiktok,sulawesi tenggara,kota kendari,3,3,608462.00
2024,10,tiktok,bali,kabupaten klungkung,6,6,607629.00
2024,9,tiktok,jawa timur,kabupaten gresik,6,6,607091.00
2024,4,shopee,banten,kabupaten tangerang,7,7,606991.00
2024,9,tiktok,jawa barat,kabupaten sukabumi,4,6,605436.00
2024,11,tiktok,bangka belitung,kabupaten bangka,3,3,604904.00
2024,5,tiktok,jawa tengah,kabupaten pemalang,3,3,604033.00
2024,9,tiktok,banten,kabupaten pandeglang,4,5,604028.00
2024,12,tiktok,bali,kabupaten buleleng,6,6,602786.00
2024,6,tiktok,jawa barat,kota depok,5,5,602211.00
2024,7,tiktok,sulawesi utara,kota manado,5,5,600730.00
2024,12,tiktok,jawa timur,kabupaten gresik,6,6,600440.00
2024,11,shopee,jawa timur,kabupaten tulungagung,6,6,599824.00
2024,8,shopee,jawa tengah,kota surakarta (solo),6,6,598295.00
2024,9,shopee,kalimantan tengah,kabupaten kota waringin barat,5,5,597548.00
2024,7,tiktok,bali,kabupaten tabanan,6,6,596623.00
2024,10,tiktok,jawa tengah,kabupaten kebumen,5,5,596452.00
2024,12,tiktok,riau,kota pekanbaru,4,4,596032.00
2024,7,shopee,jawa tengah,kabupaten grobogan,6,6,596001.00
2024,12,tiktok,kalimantan selatan,kabupaten tanah bumbu,6,6,595809.00
2024,8,shopee,jawa tengah,kabupaten pekalongan,7,7,595077.00
2024,11,shopee,jawa tengah,kabupaten klaten,9,10,593875.00
2024,8,shopee,lampung,kabupaten lampung timur,7,7,593803.00
2024,10,shopee,jawa timur,kabupaten lamongan,11,12,592556.00
2024,7,shopee,jawa timur,kabupaten pasuruan,6,6,591559.00
2024,7,tiktok,jawa tengah,kabupaten boyolali,3,6,590700.00
2024,11,shopee,bangka belitung,kota pangkal pinang,5,5,588864.00
2024,10,shopee,jawa barat,kabupaten sukabumi,7,8,588680.00
2024,8,shopee,jawa barat,kabupaten cianjur,3,4,587581.00
2024,7,shopee,sumatera selatan,kabupaten musi banyuasin,5,6,586020.00
2024,10,shopee,jawa tengah,kabupaten pemalang,6,6,584610.00
2024,5,tiktok,jawa barat,kabupaten bekasi,2,2,584500.00
2024,9,shopee,kalimantan timur,kota bontang,1,1,580396.00
2024,5,shopee,jawa timur,kabupaten blitar,5,6,580103.00
2024,8,tiktok,sulawesi selatan,kabupaten sidenreng rappang/rapang,5,5,579212.00
2024,7,shopee,jawa timur,kabupaten nganjuk,7,7,577966.00
2024,6,tiktok,jawa tengah,kota surakarta (solo),5,5,577732.00
2024,7,tiktok,jawa tengah,kabupaten klaten,5,6,576500.00
2024,12,tiktok,jawa barat,kabupaten sumedang,6,6,575381.00
2024,9,tiktok,jawa barat,kabupaten garut,6,6,574223.00
2024,12,tiktok,kalimantan selatan,kabupaten tanah laut,3,5,571269.00
2024,11,tiktok,riau,kabupaten kampar,5,5,571257.00
2024,8,tiktok,kalimantan selatan,kabupaten banjar,5,5,570640.00
2024,7,shopee,jawa tengah,kabupaten purbalingga,8,8,569901.00
2024,8,shopee,jawa tengah,kabupaten kebumen,4,4,568963.00
2024,8,shopee,jawa timur,kabupaten tulungagung,8,8,568246.00
2024,8,shopee,di yogyakarta,kabupaten bantul,3,3,567610.00
2024,11,tiktok,sumatera utara,kota medan,6,6,566988.00
2024,7,shopee,jawa tengah,kabupaten demak,5,6,566929.00
2024,11,tiktok,di yogyakarta,kabupaten gunung kidul,5,5,566838.00
2024,7,shopee,jawa timur,kabupaten kediri,9,10,565021.00
2024,6,tiktok,kalimantan selatan,kota banjarmasin,6,6,564934.00
2024,12,shopee,kalimantan tengah,kabupaten kota waringin timur,4,6,563948.00
2024,6,tiktok,bali,kabupaten gianyar,4,5,563752.00
2024,10,tiktok,jawa timur,kabupaten jombang,6,6,562739.00
2024,9,tiktok,kalimantan selatan,kota banjarbaru,4,5,561751.00
2024,4,tiktok,nusa tenggara barat (ntb),kabupaten bima,1,2,561500.00
2024,8,shopee,lampung,kabupaten tulang bawang,8,8,561252.00
2024,12,shopee,jawa tengah,kabupaten wonosobo,6,7,560606.00
2024,9,tiktok,jawa tengah,kabupaten semarang,4,5,558089.00
2024,12,shopee,di yogyakarta,kabupaten sleman,8,8,557012.00
2024,7,tiktok,jawa timur,kabupaten trenggalek,5,5,555795.00
2024,6,shopee,kalimantan tengah,kabupaten kota waringin timur,4,4,554628.00
2024,7,shopee,jawa tengah,kabupaten jepara,5,5,554098.00
2024,12,tiktok,jawa timur,kabupaten lumajang,5,6,553576.00
2024,7,tiktok,jawa tengah,kabupaten banyumas,5,5,553432.00
2024,6,shopee,di yogyakarta,kabupaten bantul,7,7,552592.00
2024,11,tiktok,jawa tengah,kabupaten batang,3,4,552100.00
2024,7,shopee,jawa tengah,kabupaten pati,3,3,551890.00
2024,8,shopee,jawa timur,kabupaten magetan,6,8,551393.00
2024,6,shopee,jawa timur,kota malang,3,3,550645.00
2024,10,tiktok,sulawesi tenggara,kota kendari,5,5,550099.00
2024,10,shopee,banten,kota serang,6,7,548989.00
2024,10,shopee,jawa timur,kota malang,5,5,548648.00
2024,6,shopee,lampung,kabupaten lampung tengah,5,5,546544.00
2024,12,shopee,jawa timur,kabupaten mojokerto,9,11,546292.00
2024,7,tiktok,jawa barat,kota cimahi,5,5,545660.00
2024,7,tiktok,bangka belitung,kabupaten belitung,5,5,544154.00
2024,12,tiktok,nusa tenggara barat (ntb),kabupaten lombok utara,6,6,543831.00
2024,6,shopee,jawa tengah,kabupaten jepara,6,8,543008.00
2024,11,tiktok,bali,kabupaten jembrana,6,6,542900.00
2024,6,tiktok,dki jakarta,kota jakarta selatan,5,5,542830.00
2024,12,shopee,jawa barat,kabupaten indramayu,6,6,541290.00
2024,7,tiktok,jawa timur,kota madiun,4,4,540474.00
2024,12,shopee,jawa tengah,kabupaten kebumen,3,5,539796.00
2024,11,shopee,jawa tengah,kabupaten sukoharjo,6,6,537904.00
2024,12,tiktok,jawa barat,kabupaten karawang,5,6,537464.00
2024,7,tiktok,jawa tengah,kabupaten magelang,5,5,536994.00
2024,6,shopee,jawa timur,kabupaten blitar,7,7,536987.00
2024,9,shopee,jawa tengah,kabupaten jepara,6,6,536302.00
2024,12,tiktok,jawa timur,kabupaten pasuruan,2,2,535136.00
2024,12,tiktok,riau,kabupaten bengkalis,4,6,534890.00
2024,10,shopee,sumatera selatan,kota palembang,8,8,534542.00
2024,7,tiktok,jawa barat,kota tasikmalaya,5,6,534366.00
2024,9,shopee,jawa tengah,kabupaten grobogan,6,9,534202.00
2024,12,tiktok,bali,kabupaten tabanan,5,5,534155.00
2024,11,shopee,jawa tengah,kabupaten kudus,6,7,533728.00
2024,11,shopee,kalimantan tengah,kabupaten kapuas,2,2,533415.00
2024,6,shopee,jawa timur,kabupaten bojonegoro,5,5,533144.00
2024,7,shopee,jawa tengah,kabupaten sukoharjo,6,6,532994.00
2024,10,tiktok,jawa barat,kota tasikmalaya,6,6,532812.00
2024,12,shopee,bangka belitung,kabupaten bangka,1,2,532806.00
2024,8,tiktok,jawa tengah,kabupaten banjarnegara,6,6,532704.00
2024,8,shopee,jawa timur,kabupaten blitar,8,8,532290.00
2024,10,tiktok,bali,kabupaten karangasem,5,5,531851.00
2024,5,tiktok,jawa tengah,kabupaten kebumen,4,5,530880.00
2024,7,tiktok,jawa tengah,kabupaten banjarnegara,5,5,530698.00
2024,6,shopee,banten,kota serang,5,5,530382.00
2024,10,tiktok,jawa timur,kabupaten tuban,5,5,530239.00
2024,7,tiktok,jawa timur,kabupaten banyuwangi,5,5,529750.00
2024,5,shopee,kepulauan riau,kota batam,5,5,527985.00
2024,5,shopee,jawa tengah,kabupaten banyumas,6,6,527734.00
2024,9,tiktok,jawa tengah,kabupaten kudus,4,5,527719.00
2024,11,tiktok,bangka belitung,kabupaten belitung timur,4,4,523998.00
2024,11,shopee,banten,kabupaten lebak,7,7,523727.00
2024,9,tiktok,kalimantan selatan,kabupaten tanah bumbu,2,2,523646.00
2024,6,shopee,jawa tengah,kabupaten pekalongan,8,9,523291.00
2024,9,tiktok,sulawesi tenggara,kota kendari,4,4,523003.00
2024,7,shopee,jawa tengah,kabupaten temanggung,5,5,522228.00
2024,11,shopee,kalimantan tengah,kabupaten kota waringin barat,3,5,522131.00
2024,12,tiktok,jawa timur,kabupaten sampang,5,5,521583.00
2024,8,shopee,sulawesi utara,kota manado,4,4,521355.00
2024,6,tiktok,banten,kota tangerang selatan,5,5,519565.00
2024,12,tiktok,jawa tengah,kabupaten magelang,6,6,518582.00
2024,6,shopee,sumatera utara,kabupaten deli serdang,5,6,518569.00
2024,7,shopee,jawa timur,kabupaten magetan,5,5,518523.00
2024,12,tiktok,sulawesi tengah,kota palu,5,5,518279.00
2024,10,tiktok,kalimantan selatan,kabupaten tanah laut,5,5,518079.00
2024,6,tiktok,kalimantan selatan,kota banjarbaru,4,4,518040.00
2024,6,tiktok,jawa tengah,kabupaten magelang,4,4,517520.00
2024,5,shopee,jawa tengah,kabupaten cilacap,5,5,517019.00
2024,12,shopee,jawa timur,kabupaten gresik,6,6,515899.00
2024,12,shopee,jawa timur,kabupaten sidoarjo,7,8,515589.00
2024,9,shopee,jawa tengah,kabupaten kudus,7,7,514491.00
2024,8,tiktok,jawa tengah,kabupaten batang,5,5,514258.00
2024,8,tiktok,kepulauan riau,kota tanjung pinang,4,5,513676.00
2024,11,shopee,jawa barat,kabupaten bandung,7,7,513412.00
2024,3,tiktok,banten,kota tangerang,2,2,513120.00
2024,11,tiktok,jawa tengah,kabupaten kebumen,5,5,513024.00
2024,12,shopee,jawa tengah,kota surakarta (solo),5,5,512877.00
2024,10,shopee,jawa timur,kabupaten gresik,8,9,512804.00
2024,10,shopee,jawa tengah,kabupaten tegal,7,8,512566.00
2024,8,shopee,sumatera utara,kota medan,4,4,511682.00
2024,12,shopee,jawa timur,kota kediri,5,6,511657.00
2024,6,shopee,kalimantan timur,kota balikpapan,6,7,511216.00
2024,10,shopee,lampung,kabupaten lampung timur,5,5,510426.00
2024,9,tiktok,jawa tengah,kabupaten boyolali,5,6,508771.00
2024,6,tiktok,banten,kabupaten tangerang,3,3,508383.00
2024,5,shopee,jawa barat,kota sukabumi,2,2,508237.00
2024,12,tiktok,jawa barat,kabupaten kuningan,3,5,507736.00
2024,7,tiktok,kalimantan timur,kota samarinda,4,4,507600.00
2024,9,tiktok,jawa timur,kabupaten jember,4,5,506587.00
2024,11,tiktok,jawa tengah,kabupaten kendal,5,5,506550.00
2024,11,shopee,jawa timur,kabupaten gresik,6,7,506350.00
2024,12,shopee,sumatera utara,kabupaten deli serdang,5,5,506097.00
2024,9,shopee,sumatera selatan,kota palembang,5,5,503753.00
2024,5,shopee,jawa tengah,kabupaten pekalongan,3,3,503217.00
2024,7,tiktok,sulawesi tengah,kota palu,4,4,502930.00
2024,6,shopee,jawa timur,kabupaten madiun,5,5,502560.00
2024,8,shopee,jawa timur,kabupaten gresik,7,7,502471.00
2024,9,shopee,jawa timur,kabupaten kediri,8,10,502088.00
2024,9,tiktok,jawa tengah,kabupaten temanggung,5,5,501822.00
2024,11,shopee,jawa timur,kabupaten mojokerto,6,7,501059.00
2024,7,tiktok,riau,kabupaten siak,4,4,500829.00
2024,7,tiktok,sumatera selatan,kota palembang,4,4,500480.00
2024,6,tiktok,jawa tengah,kabupaten kebumen,4,4,499800.00
2024,9,tiktok,jawa tengah,kota tegal,5,5,499538.00
2024,11,shopee,sumatera selatan,kabupaten ogan komering ulu timur,5,5,499275.00
2024,5,tiktok,banten,kota tangerang selatan,4,5,499185.00
2024,6,shopee,jawa tengah,kabupaten batang,7,7,499115.00
2024,12,tiktok,nusa tenggara barat (ntb),kabupaten sumbawa barat,5,5,498406.00
2024,6,shopee,jawa barat,kabupaten cianjur,6,6,498361.00
2024,7,shopee,sumatera utara,kabupaten deli serdang,5,6,497361.00
2024,12,shopee,jawa barat,kabupaten cianjur,6,6,497035.00
2024,8,tiktok,jawa timur,kabupaten tulungagung,3,4,496720.00
2024,6,tiktok,jawa timur,kabupaten gresik,3,3,496649.00
2024,8,tiktok,jawa tengah,kabupaten kudus,5,5,496192.00
2024,6,tiktok,dki jakarta,kota jakarta timur,5,5,495960.00
2024,7,shopee,lampung,kabupaten lampung selatan,5,6,494437.00
2024,9,tiktok,jawa barat,kota cirebon,5,5,493838.00
2024,10,tiktok,bangka belitung,kabupaten belitung,5,5,493570.00
2024,9,shopee,jawa timur,kabupaten jember,5,5,492615.00
2024,11,tiktok,jawa barat,kabupaten purwakarta,5,5,492272.00
2024,5,tiktok,jawa barat,kota bandung,4,4,491362.00
2024,10,shopee,jawa timur,kabupaten tulungagung,6,6,491047.00
2024,9,shopee,banten,kabupaten pandeglang,5,5,490277.00
2024,8,tiktok,jawa tengah,kabupaten klaten,5,5,489681.00
2024,6,shopee,banten,kabupaten lebak,6,8,488604.00
2024,11,shopee,sumatera utara,kota medan,5,6,485998.00
2024,8,tiktok,sumatera selatan,kota palembang,5,5,484245.00
2024,10,tiktok,kalimantan timur,kabupaten kutai kartanegara,5,5,484116.00
2024,12,tiktok,jawa timur,kabupaten mojokerto,4,4,482269.00
2024,6,tiktok,jawa barat,kota tasikmalaya,4,4,482050.00
2024,7,shopee,jawa tengah,kabupaten karanganyar,6,6,481668.00
2024,8,tiktok,kalimantan barat,kabupaten kubu raya,2,5,480606.00
2024,8,tiktok,jawa barat,kabupaten sumedang,4,5,480000.00
2024,12,shopee,jawa tengah,kabupaten boyolali,6,6,478573.00
2024,6,shopee,jawa tengah,kabupaten banjarnegara,5,6,478565.00
2024,8,shopee,jawa barat,kabupaten bandung,6,7,478532.00
2024,8,tiktok,kalimantan timur,kabupaten kutai timur,4,5,478509.00
2024,10,tiktok,sulawesi tengah,kota palu,5,5,478106.00
2024,11,shopee,jawa tengah,kabupaten pemalang,6,6,477754.00
2024,8,shopee,jawa tengah,kota tegal,3,5,477465.00
2024,8,tiktok,jawa tengah,kabupaten pati,4,4,477150.00
2024,6,shopee,jawa tengah,kota surakarta (solo),6,6,476847.00
2024,12,shopee,di yogyakarta,kabupaten bantul,6,6,476257.00
2024,12,shopee,banten,kota serang,6,6,475440.00
2024,12,shopee,jawa tengah,kabupaten semarang,4,4,474019.00
2024,8,tiktok,banten,kabupaten lebak,4,4,473890.00
2024,10,tiktok,jawa tengah,kota salatiga,3,5,472824.00
2024,7,shopee,jawa timur,kabupaten blitar,6,6,472083.00
2024,9,shopee,jawa timur,kabupaten mojokerto,6,6,471628.00
2024,7,shopee,jawa tengah,kabupaten klaten,7,7,471433.00
2024,9,tiktok,riau,kabupaten kampar,5,5,471036.00
2024,12,shopee,jawa tengah,kabupaten sukoharjo,5,5,470609.00
2024,12,tiktok,jawa tengah,kabupaten batang,5,5,470136.00
2024,6,tiktok,jawa tengah,kabupaten cilacap,4,4,470065.00
2024,12,shopee,jawa tengah,kota tegal,6,6,469541.00
2024,11,shopee,kalimantan timur,kabupaten berau,4,4,469176.00
2024,7,tiktok,bali,kabupaten bangli,3,4,468990.00
2024,10,tiktok,kalimantan tengah,kabupaten kota waringin timur,5,5,468557.00
2024,7,tiktok,bali,kabupaten karangasem,4,4,468486.00
2024,10,tiktok,jawa tengah,kabupaten boyolali,4,5,468342.00
2024,8,shopee,jawa timur,kota malang,4,5,467051.00
2024,12,tiktok,banten,kabupaten lebak,5,6,465831.00
2024,7,shopee,jawa tengah,kabupaten cilacap,5,5,465616.00
2024,12,shopee,banten,kabupaten lebak,6,7,465487.00
2024,9,shopee,kalimantan timur,kabupaten kutai kartanegara,2,2,464008.00
2024,12,shopee,jawa timur,kabupaten banyuwangi,5,5,463651.00
2024,10,shopee,lampung,kabupaten lampung tengah,7,7,462998.00
2024,12,tiktok,jawa timur,kabupaten situbondo,4,5,462655.00
2024,10,tiktok,kalimantan timur,kota samarinda,5,5,461302.00
2024,12,shopee,jawa barat,kabupaten kuningan,5,5,461055.00
2024,9,shopee,jawa tengah,kabupaten semarang,6,7,460572.00
2024,6,shopee,kalimantan selatan,kota banjarbaru,3,4,460344.00
2024,7,shopee,jawa tengah,kabupaten kebumen,6,9,459919.00
2024,9,shopee,sulawesi selatan,kota makassar,4,4,459870.00
2024,11,tiktok,,,1,5,459537.00
2024,5,shopee,jawa tengah,kabupaten batang,5,6,459377.00
2024,7,tiktok,jawa barat,kabupaten sumedang,5,5,459194.00
2024,7,tiktok,jawa timur,kabupaten malang,5,5,458071.00
2024,10,tiktok,sulawesi selatan,kabupaten maros,1,1,457410.00
2024,6,tiktok,jawa barat,kota bogor,4,4,455500.00
2024,9,shopee,jawa barat,kabupaten bandung barat,5,5,455486.00
2024,7,tiktok,jawa timur,kabupaten sampang,3,5,454882.00
2024,8,tiktok,sulawesi selatan,kabupaten bulukumba,4,4,453086.00
2024,6,shopee,jawa tengah,kabupaten karanganyar,4,5,452986.00
2024,8,tiktok,jawa tengah,kabupaten banyumas,3,3,452763.00
2024,8,shopee,sulawesi selatan,kota makassar,5,5,451025.00
2024,12,shopee,lampung,kabupaten lampung barat,4,4,450483.00
2024,6,shopee,lampung,kabupaten lampung timur,6,6,449849.00
2024,11,shopee,kalimantan timur,kabupaten penajam paser utara,2,2,449578.00
2024,12,tiktok,lampung,kota bandar lampung,4,4,449450.00
2024,9,shopee,banten,kabupaten lebak,8,9,447464.00
2024,12,tiktok,kalimantan timur,kota samarinda,3,3,446674.00
2024,12,shopee,jawa tengah,kabupaten jepara,5,5,446552.00
2024,10,shopee,jawa tengah,kabupaten boyolali,6,6,445568.00
2024,9,shopee,jawa timur,kota malang,5,7,445248.00
2024,12,shopee,jawa barat,kota sukabumi,6,7,444680.00
2024,10,tiktok,di yogyakarta,kabupaten kulon progo,4,4,443380.00
2024,6,tiktok,bali,kabupaten buleleng,5,5,442980.00
2024,6,shopee,jawa barat,kabupaten subang,5,5,442311.00
2024,6,shopee,jawa tengah,kabupaten sragen,5,6,441710.00
2024,6,tiktok,jawa tengah,kabupaten sragen,2,2,441586.00
2024,12,tiktok,jawa tengah,kabupaten kebumen,4,4,441160.00
2024,12,tiktok,jawa tengah,kabupaten purbalingga,3,4,440860.00
2024,7,tiktok,jawa tengah,kabupaten pemalang,4,4,440596.00
2024,5,tiktok,jawa tengah,kabupaten boyolali,4,4,440244.00
2024,10,tiktok,sumatera selatan,kabupaten muara enim,3,3,440101.00
2024,11,shopee,jawa timur,kota malang,5,7,440015.00
2024,6,shopee,bengkulu,kabupaten rejang lebong,4,4,439577.00
2024,8,tiktok,jawa timur,kabupaten kediri,5,5,439089.00
2024,10,tiktok,jawa barat,kabupaten kuningan,4,4,438812.00
2024,12,shopee,kalimantan barat,kabupaten kubu raya,1,1,437636.00
2024,12,shopee,jawa timur,kabupaten bojonegoro,6,6,437498.00
2024,11,tiktok,jawa timur,kabupaten mojokerto,3,4,436059.00
2024,8,tiktok,jawa timur,kabupaten jombang,3,3,435785.00
2024,10,shopee,jawa tengah,kabupaten brebes,6,6,435665.00
2024,10,tiktok,jawa tengah,kabupaten pati,4,4,435306.00
2024,12,shopee,sulawesi selatan,kabupaten jeneponto,1,1,435264.00
2024,8,shopee,jawa tengah,kabupaten magelang,6,6,434957.00
2024,7,tiktok,,,1,4,434480.00
2024,11,shopee,banten,kota serang,3,3,434026.00
2024,8,shopee,jawa barat,kabupaten sukabumi,6,7,434007.00
2024,8,tiktok,riau,kota pekanbaru,4,4,433673.00
2024,7,shopee,kalimantan timur,kabupaten berau,2,2,433019.00
2024,10,tiktok,nusa tenggara barat (ntb),kabupaten lombok utara,4,4,432893.00
2024,12,tiktok,jawa timur,kabupaten jombang,5,5,432781.00
2024,12,shopee,lampung,kabupaten lampung timur,5,5,432125.00
2024,9,tiktok,jawa tengah,kabupaten wonosobo,3,4,431767.00
2024,7,shopee,riau,kabupaten kampar,3,3,431062.00
2024,9,shopee,banten,kabupaten serang,5,7,430504.00
2024,12,shopee,kalimantan timur,kabupaten kutai timur,4,4,430463.00
2024,8,tiktok,kalimantan timur,kabupaten kutai kartanegara,3,4,429266.00
2024,5,tiktok,nusa tenggara barat (ntb),kabupaten lombok timur,3,3,428870.00
2024,6,tiktok,sumatera selatan,kota palembang,4,4,427750.00
2024,10,tiktok,sumatera selatan,kota palembang,4,4,427448.00
2024,10,tiktok,jawa barat,kota sukabumi,4,4,426508.00
2024,8,tiktok,kalimantan timur,kota samarinda,4,4,426364.00
2024,6,tiktok,banten,kota serang,4,4,426050.00
2024,7,tiktok,jawa tengah,kabupaten karanganyar,4,4,425830.00
2024,12,tiktok,jawa timur,kota mojokerto,5,5,424762.00
2024,7,tiktok,jawa timur,kabupaten jember,2,2,424080.00
2024,7,shopee,jawa tengah,kabupaten wonosobo,4,4,423856.00
2024,12,tiktok,sulawesi selatan,kabupaten gowa,4,4,422462.00
2024,10,shopee,lampung,kota bandar lampung,6,6,421593.00
2024,11,shopee,jawa barat,kabupaten bandung barat,4,4,421360.00
2024,10,tiktok,jawa timur,kabupaten sampang,4,4,420019.00
2024,11,shopee,banten,kota cilegon,4,4,420018.00
2024,10,tiktok,banten,kabupaten pandeglang,4,4,419400.00
2024,4,tiktok,banten,kota cilegon,4,4,419267.00
2024,11,shopee,lampung,kabupaten tulang bawang barat,4,4,418587.00
2024,6,shopee,sulawesi utara,kota manado,2,2,418406.00
2024,11,shopee,lampung,kabupaten lampung tengah,4,5,417998.00
2024,12,tiktok,gorontalo,kota gorontalo,4,5,417997.00
2024,8,tiktok,riau,kabupaten rokan hulu,3,3,417410.00
2024,11,tiktok,di yogyakarta,kabupaten kulon progo,4,4,417226.00
2024,9,shopee,kalimantan timur,kota samarinda,4,4,416725.00
2024,5,tiktok,bali,kota denpasar,3,3,416062.00
2024,9,shopee,jawa barat,kabupaten kuningan,3,3,415843.00
2024,8,tiktok,jawa tengah,kabupaten grobogan,4,4,415734.00
2024,8,tiktok,kalimantan tengah,kota palangka raya,4,5,415170.00
2024,12,shopee,jawa barat,kabupaten garut,4,4,415014.00
2024,6,tiktok,jawa timur,kabupaten bondowoso,3,3,414551.00
2024,12,tiktok,jawa tengah,kota pekalongan,3,3,414289.00
2024,6,shopee,kalimantan selatan,kabupaten banjar,4,4,413936.00
2024,9,shopee,jawa tengah,kabupaten pati,4,4,413681.00
2024,12,shopee,banten,kabupaten serang,4,4,413140.00
2024,7,shopee,kalimantan timur,kabupaten penajam paser utara,4,4,412778.00
2024,9,tiktok,sumatera utara,kabupaten asahan,4,4,412279.00
2024,10,shopee,jawa tengah,kabupaten sragen,5,5,412076.00
2024,10,tiktok,jawa tengah,kabupaten semarang,5,5,410827.00
2024,5,shopee,di yogyakarta,kabupaten sleman,4,5,410433.00
2024,7,shopee,jawa timur,kota kediri,4,5,410399.00
2024,10,tiktok,jawa timur,kabupaten trenggalek,4,4,409594.00
2024,9,shopee,jawa barat,kabupaten sumedang,4,4,409542.00
2024,9,shopee,jawa barat,kota tasikmalaya,5,5,409201.00
2024,5,shopee,bengkulu,kota bengkulu,1,1,409056.00
2024,11,tiktok,sumatera selatan,kabupaten ogan komering ilir,4,4,409055.00
2024,8,shopee,jawa tengah,kota semarang,9,9,409042.00
2024,7,shopee,kalimantan tengah,kabupaten kota waringin timur,4,5,408891.00
2024,8,shopee,jawa timur,kabupaten nganjuk,5,5,408746.00
2024,11,tiktok,bali,kabupaten karangasem,4,4,407862.00
2024,11,shopee,di yogyakarta,kabupaten bantul,5,5,407513.00
2024,12,tiktok,jawa tengah,kabupaten banyumas,4,4,406234.00
2024,12,shopee,jawa timur,kabupaten ngawi,4,4,405718.00
2024,7,tiktok,lampung,kabupaten lampung timur,4,4,405299.00
2024,11,shopee,lampung,kabupaten tulang bawang,5,5,404346.00
2024,7,tiktok,jawa timur,kabupaten tulungagung,3,4,404010.00
2024,5,shopee,di yogyakarta,kabupaten bantul,5,5,403867.00
2024,6,tiktok,kalimantan selatan,kabupaten tanah bumbu,2,3,402600.00
2024,11,shopee,sulawesi utara,kabupaten minahasa selatan,3,3,402497.00
2024,9,shopee,jawa timur,kabupaten madiun,5,5,401290.00
2024,8,tiktok,jawa barat,kota sukabumi,3,4,401244.00
2024,11,tiktok,jawa barat,kota cirebon,3,5,401141.00
2024,7,shopee,sumatera utara,kabupaten langkat,5,5,400843.00
2024,9,tiktok,jawa timur,kabupaten tulungagung,4,4,399560.00
2024,9,shopee,jawa tengah,kabupaten demak,6,6,399322.00
2024,11,shopee,jawa barat,kabupaten cirebon,3,5,399165.00
2024,7,shopee,jawa tengah,kabupaten semarang,3,3,398714.00
2024,9,tiktok,kalimantan barat,kota pontianak,4,4,398352.00
2024,9,shopee,kalimantan tengah,kabupaten kota waringin timur,1,1,398324.00
2024,5,shopee,jawa barat,kota bandung,5,8,398293.00
2024,8,shopee,jawa tengah,kabupaten sragen,3,4,398008.00
