year,month,marketplace_name,province,city,total_customers,total_orders,total_revenue
2024,11,shopee,jambi,kabupaten kerinci,2,2,226150.00
2024,7,tiktok,kalimantan timur,kabupaten kutai timur,2,2,225720.00
2024,9,tiktok,sulawesi selatan,kabupaten bantaeng,2,2,225482.00
2024,11,tiktok,jawa tengah,kabupaten demak,1,2,225250.00
2024,5,tiktok,jawa barat,kabupaten bandung,2,2,225150.00
2024,4,tiktok,jawa barat,kabupaten bekasi,1,2,225040.00
2024,6,tiktok,jawa barat,kabupaten kuningan,2,2,225000.00
2024,11,tiktok,kalimantan barat,kota pontianak,3,3,224826.00
2024,7,tiktok,kalimantan selatan,kabupaten tabalong,2,2,224820.00
2024,11,shopee,di yogyakarta,kabupaten kulon progo,2,2,224604.00
2024,11,tiktok,nusa tenggara timur (ntt),kota kupang,2,2,224533.00
2024,11,tiktok,kalimantan tengah,kota palangka raya,2,2,224503.00
2024,10,tiktok,nusa tenggara barat (ntb),kabupaten bima,2,2,224040.00
2024,12,shopee,sumatera selatan,kabupaten musi rawas,2,2,223771.00
2024,8,shopee,sumatera selatan,kabupaten ogan ilir,2,2,223466.00
2024,11,shopee,kalimantan timur,kota balikpapan,2,2,223419.00
2024,12,shopee,sumatera selatan,kabupaten ogan komering ilir,2,2,223361.00
2024,8,tiktok,sulawesi tengah,kota palu,3,3,223175.00
2024,12,shopee,kalimantan timur,kota samarinda,2,2,223004.00
2024,5,tiktok,jawa timur,kabupaten banyuwangi,2,2,222800.00
2024,12,tiktok,kalimantan selatan,kabupaten tapin,1,2,222785.00
2024,8,shopee,kalimantan tengah,kabupaten kota waringin timur,2,2,222687.00
2024,12,shopee,sulawesi utara,kabupaten bolaang mongondow (bolmong),2,2,222064.00
2024,6,shopee,jawa barat,kabupaten indramayu,3,3,222052.00
2024,11,shopee,jambi,kabupaten batang hari,2,2,221876.00
2024,11,shopee,lampung,kota metro,3,4,221302.00
2024,9,tiktok,lampung,kabupaten lampung utara,2,2,221200.00
2024,10,shopee,kalimantan timur,kota balikpapan,2,2,221139.00
2024,4,shopee,lampung,kabupaten way kanan,2,2,220972.00
2024,9,shopee,jawa timur,kabupaten lumajang,3,3,220916.00
2024,10,shopee,sulawesi tenggara,kabupaten kolaka,2,3,220888.00
2024,11,shopee,bali,kabupaten badung,2,2,220797.00
2024,12,tiktok,nusa tenggara timur (ntt),kabupaten manggarai,1,2,220770.00
2024,12,shopee,jawa barat,kota tasikmalaya,2,2,220770.00
2024,8,tiktok,nusa tenggara timur (ntt),kota kupang,2,2,220575.00
2024,10,shopee,sumatera utara,kota binjai,2,2,220534.00
2024,10,shopee,kalimantan tengah,kabupaten kota waringin timur,2,2,220465.00
2024,8,shopee,jawa barat,kota sukabumi,3,3,220443.00
2024,10,tiktok,riau,kabupaten bengkalis,2,2,220339.00
2024,10,tiktok,kalimantan tengah,kabupaten pulang pisau,1,2,220232.00
2024,6,tiktok,jawa tengah,kabupaten temanggung,2,2,220150.00
2024,9,tiktok,jawa tengah,kabupaten pekalongan,2,2,220140.00
2024,10,shopee,jawa tengah,kabupaten kendal,2,2,220118.00
2024,10,shopee,sumatera utara,kabupaten serdang bedagai,2,2,220075.00
2024,9,tiktok,sumatera barat,kota padang,1,2,220069.00
2024,11,tiktok,jawa timur,kabupaten situbondo,2,2,220012.00
2024,9,shopee,sumatera utara,kabupaten simalungun,2,2,219682.00
2024,11,shopee,kalimantan barat,kabupaten ketapang,1,1,219562.00
2024,5,tiktok,sulawesi selatan,kota makassar,2,2,219240.00
2024,9,shopee,jawa timur,kabupaten ponorogo,3,3,219158.00
2024,8,tiktok,sulawesi utara,kabupaten minahasa,2,2,219014.00
2024,5,tiktok,dki jakarta,kota jakarta utara,1,2,218700.00
2024,12,tiktok,gorontalo,kabupaten pohuwato,1,2,218643.00
2024,11,shopee,jawa tengah,kabupaten rembang,2,2,218619.00
2024,11,tiktok,jawa tengah,kabupaten pati,2,2,218165.00
2024,10,tiktok,jawa barat,kabupaten majalengka,2,2,218160.00
2024,9,tiktok,sumatera utara,kota pematang siantar,1,2,217972.00
2024,6,tiktok,banten,kabupaten serang,2,2,217760.00
2024,11,shopee,jawa tengah,kota surakarta (solo),3,3,217654.00
2024,5,shopee,jawa timur,kabupaten nganjuk,2,2,217384.00
2024,8,tiktok,di yogyakarta,kabupaten kulon progo,2,2,217150.00
2024,9,tiktok,jawa barat,kota sukabumi,2,2,217092.00
2024,8,tiktok,riau,kabupaten kampar,2,2,217070.00
2024,7,tiktok,sulawesi utara,kabupaten minahasa utara,2,2,217000.00
2024,8,shopee,kalimantan barat,kota pontianak,3,3,216774.00
2024,8,tiktok,sulawesi utara,kabupaten minahasa utara,2,2,216623.00
2024,6,tiktok,kepulauan riau,kabupaten bintan,2,2,216356.00
2024,7,tiktok,riau,kabupaten indragiri hilir,2,2,216334.00
2024,10,tiktok,sulawesi selatan,kabupaten wajo,1,2,216200.00
2024,10,tiktok,kalimantan selatan,kabupaten tabalong,2,2,216200.00
2024,11,shopee,sumatera utara,kabupaten serdang bedagai,2,2,216183.00
2024,9,tiktok,kalimantan timur,kabupaten kutai kartanegara,3,3,216170.00
2024,7,tiktok,lampung,kabupaten lampung utara,1,1,216100.00
2024,8,shopee,jawa timur,kabupaten trenggalek,2,2,216065.00
2024,11,shopee,jawa timur,kota madiun,2,4,216018.00
2024,6,tiktok,jawa barat,kabupaten sukabumi,1,2,215745.00
2024,6,tiktok,di yogyakarta,kabupaten bantul,2,2,215680.00
2024,10,shopee,kalimantan selatan,kabupaten tabalong,2,2,215585.00
2024,8,shopee,bangka belitung,kabupaten bangka,2,2,215575.00
2024,9,tiktok,kalimantan selatan,kabupaten hulu sungai tengah,2,2,215433.00
2024,4,tiktok,jawa barat,kota bandung,2,2,215328.00
2024,10,shopee,sulawesi selatan,kabupaten gowa,2,2,215315.00
2024,4,tiktok,jawa barat,kota tasikmalaya,1,2,215170.00
2024,7,tiktok,lampung,kabupaten tanggamus,2,2,215158.00
2024,11,shopee,kalimantan tengah,kabupaten kota waringin timur,2,2,215100.00
2024,10,shopee,lampung,kabupaten lampung selatan,2,3,214973.00
2024,8,tiktok,sulawesi tenggara,kabupaten konawe,2,2,214845.00
2024,9,tiktok,jawa timur,kabupaten probolinggo,2,2,214740.00
2024,4,shopee,jawa barat,kota bogor,2,2,214550.00
2024,4,tiktok,jawa barat,kabupaten cianjur,1,2,214480.00
2024,8,tiktok,banten,kabupaten pandeglang,2,2,214104.00
2024,9,tiktok,jawa tengah,kabupaten rembang,2,2,214089.00
2024,8,tiktok,bangka belitung,kabupaten bangka barat,1,1,213968.00
2024,11,shopee,jawa barat,kabupaten kuningan,2,3,213927.00
2024,12,tiktok,jawa tengah,kabupaten demak,2,2,213900.00
2024,10,shopee,lampung,kota metro,2,2,213840.00
2024,8,shopee,kalimantan timur,kota balikpapan,1,1,213820.00
2024,7,shopee,jawa timur,kabupaten jember,2,2,213125.00
2024,12,shopee,bengkulu,kota bengkulu,2,2,213107.00
2024,7,tiktok,kalimantan selatan,kabupaten tanah laut,2,2,212995.00
2024,4,tiktok,jawa barat,kota cimahi,2,2,212438.00
2024,9,shopee,jambi,kabupaten kerinci,3,3,212378.00
2024,9,shopee,kalimantan barat,kota pontianak,2,2,212257.00
2024,5,tiktok,dki jakarta,kota jakarta selatan,2,2,212064.00
2024,8,shopee,jawa tengah,kota pekalongan,4,4,211987.00
2024,11,shopee,kalimantan tengah,kabupaten katingan,2,2,211957.00
2024,9,shopee,jawa timur,kabupaten ngawi,2,2,211759.00
2024,10,tiktok,sulawesi selatan,kabupaten luwu utara,2,2,211642.00
2024,12,shopee,jawa barat,kabupaten cirebon,2,2,211354.00
2024,7,tiktok,riau,kabupaten kampar,2,2,211280.00
2024,10,shopee,sumatera selatan,kabupaten muara enim,2,3,211012.00
2024,11,tiktok,lampung,kota metro,2,2,210986.00
2024,10,shopee,jawa timur,kabupaten nganjuk,3,3,210859.00
2024,8,shopee,bengkulu,kota bengkulu,2,2,210784.00
2024,11,shopee,jambi,kabupaten sarolangun,2,2,210744.00
2024,7,tiktok,sulawesi selatan,kabupaten takalar,2,2,210648.00
2024,7,shopee,bali,kota denpasar,3,3,210624.00
2024,8,tiktok,sulawesi selatan,kabupaten maros,2,2,210600.00
2024,7,shopee,sumatera selatan,kabupaten ogan komering ulu selatan,2,2,210416.00
2024,9,tiktok,sumatera utara,kabupaten labuhan batu selatan,1,2,210400.00
2024,8,tiktok,sumatera selatan,kabupaten ogan komering ilir,2,2,210317.00
2024,12,shopee,lampung,kabupaten pesawaran,2,2,210201.00
2024,12,shopee,jawa tengah,kabupaten karanganyar,2,2,210112.00
2024,9,tiktok,bali,kabupaten karangasem,2,2,210012.00
2024,6,tiktok,jawa barat,kabupaten purwakarta,2,3,210000.00
2024,10,shopee,sulawesi selatan,kota makassar,2,2,209961.00
2024,12,tiktok,bangka belitung,kabupaten belitung timur,2,2,209907.00
2024,6,shopee,bengkulu,kabupaten bengkulu selatan,2,2,209845.00
2024,11,tiktok,jawa barat,kabupaten kuningan,2,2,209726.00
2024,8,shopee,jawa timur,kabupaten bojonegoro,5,5,209440.00
2024,11,shopee,jawa timur,kabupaten jember,3,3,209328.00
2024,12,shopee,di yogyakarta,kota yogyakarta,2,2,209325.00
2024,10,tiktok,jawa timur,kota pasuruan,2,2,208952.00
2024,12,tiktok,kalimantan tengah,kabupaten kota waringin barat,2,2,208916.00
2024,10,tiktok,sulawesi selatan,kabupaten sidenreng rappang/rapang,2,2,208843.00
2024,11,shopee,kalimantan tengah,kabupaten seruyan,3,3,208740.00
2024,12,tiktok,jawa tengah,kabupaten grobogan,2,2,208663.00
2024,12,shopee,jambi,kabupaten tebo,2,2,208621.00
2024,3,shopee,jawa timur,kabupaten mojokerto,3,3,208560.00
2024,7,tiktok,nusa tenggara barat (ntb),kabupaten sumbawa barat,2,2,208400.00
2024,6,tiktok,jawa tengah,kabupaten kendal,2,2,208264.00
2024,11,tiktok,riau,kabupaten rokan hilir,2,2,208060.00
2024,8,tiktok,jawa tengah,kabupaten jepara,3,3,207961.00
2024,9,tiktok,jawa timur,kabupaten mojokerto,2,2,207832.00
2024,4,tiktok,dki jakarta,kota jakarta pusat,2,2,207780.00
2024,9,shopee,sulawesi tengah,kabupaten morowali,2,2,207514.00
2024,4,tiktok,jawa timur,kabupaten bangkalan,2,2,207180.00
2024,10,tiktok,nanggroe aceh darussalam (nad),kabupaten aceh singkil,2,2,207132.00
2024,11,shopee,riau,kabupaten kampar,2,2,207076.00
2024,9,shopee,jawa barat,kabupaten purwakarta,3,3,207044.00
2024,12,tiktok,jawa timur,kabupaten kediri,2,2,206965.00
2024,12,shopee,sumatera selatan,kabupaten ogan komering ulu selatan,2,2,206878.00
2024,7,shopee,jambi,kabupaten batang hari,2,2,206442.00
2024,6,shopee,jawa timur,kota blitar,2,2,206370.00
2024,12,shopee,bali,kabupaten badung,2,2,205992.00
2024,12,tiktok,jawa timur,kota pasuruan,1,1,205939.00
2024,9,tiktok,nanggroe aceh darussalam (nad),kota banda aceh,2,2,205718.00
2024,10,tiktok,jawa timur,kota batu,2,2,205446.00
2024,10,tiktok,kalimantan selatan,kabupaten tanah bumbu,1,1,205150.00
2024,12,shopee,sumatera utara,kota tebing tinggi,2,3,205109.00
2024,6,shopee,jawa tengah,kabupaten grobogan,2,3,204906.00
2024,4,tiktok,jawa barat,kabupaten subang,2,2,204819.00
2024,5,shopee,jawa tengah,kabupaten karanganyar,2,2,204697.00
2024,7,tiktok,kalimantan selatan,kabupaten barito kuala,2,2,203635.00
2024,7,shopee,kalimantan barat,kabupaten kapuas hulu,2,2,203407.00
2024,10,shopee,lampung,kabupaten lampung utara,4,4,203046.00
2024,12,tiktok,riau,kabupaten indragiri hilir,2,2,202916.00
2024,12,shopee,kalimantan timur,kabupaten berau,2,2,202870.00
2024,4,tiktok,nusa tenggara barat (ntb),kabupaten lombok barat,2,2,202240.00
2024,12,shopee,jawa timur,kota pasuruan,2,2,202185.00
2024,9,tiktok,sulawesi selatan,kabupaten takalar,2,2,201476.00
2024,5,tiktok,kalimantan barat,kota pontianak,2,2,201450.00
2024,7,tiktok,jawa timur,kabupaten bondowoso,2,2,201430.00
2024,11,shopee,jawa tengah,kabupaten wonogiri,2,2,201322.00
2024,11,shopee,sumatera selatan,kabupaten empat lawang,2,2,201281.00
2024,9,shopee,jambi,kota jambi,2,2,201269.00
2024,11,tiktok,kalimantan tengah,kabupaten barito timur,1,1,201206.00
2024,7,shopee,lampung,kabupaten tulang bawang barat,2,2,200757.00
2024,10,shopee,jawa timur,kabupaten madiun,2,2,200641.00
2024,6,tiktok,jawa timur,kabupaten pamekasan,1,2,200500.00
2024,7,tiktok,jawa timur,kota pasuruan,2,2,200280.00
2024,12,tiktok,jawa tengah,kabupaten sragen,2,3,200051.00
2024,9,tiktok,banten,kabupaten lebak,2,2,199983.00
2024,12,shopee,jawa tengah,kota pekalongan,2,2,199910.00
2024,10,tiktok,jawa tengah,kabupaten jepara,2,2,199892.00
2024,7,tiktok,jawa tengah,kabupaten kendal,2,2,199813.00
2024,10,shopee,banten,kota cilegon,2,2,199739.00
2024,10,tiktok,sulawesi selatan,kabupaten soppeng,2,2,199352.00
2024,10,tiktok,jawa barat,kabupaten subang,2,2,199262.00
2024,9,tiktok,bangka belitung,kabupaten belitung timur,2,2,199220.00
2024,10,tiktok,jawa tengah,kabupaten sragen,2,2,199032.00
2024,10,tiktok,sulawesi tengah,kabupaten morowali,2,2,198930.00
2024,10,tiktok,kalimantan selatan,kabupaten balangan,2,2,198776.00
2024,5,shopee,jawa tengah,kota salatiga,2,2,198709.00
2024,10,tiktok,sulawesi barat,kabupaten mamuju,2,2,198524.00
2024,10,tiktok,lampung,kabupaten tanggamus,1,1,198408.00
2024,11,tiktok,jawa timur,kabupaten trenggalek,2,2,198220.00
2024,8,shopee,kalimantan selatan,kabupaten tapin,2,3,198199.00
2024,12,tiktok,sulawesi selatan,kota parepare,2,2,197756.00
2024,7,tiktok,lampung,kota metro,1,2,197700.00
2024,5,tiktok,bali,kabupaten jembrana,2,2,197660.00
2024,7,shopee,jawa barat,kabupaten kuningan,2,3,197607.00
2024,10,tiktok,jawa tengah,kabupaten purbalingga,2,2,197408.00
2024,12,tiktok,sumatera utara,kabupaten deli serdang,2,2,197306.00
2024,6,shopee,lampung,kabupaten lampung selatan,2,2,197281.00
2024,9,tiktok,kalimantan selatan,kabupaten tabalong,2,2,197262.00
2024,11,tiktok,jawa barat,kabupaten majalengka,2,2,196982.00
2024,6,shopee,jawa timur,kabupaten bangkalan,2,2,196666.00
2024,5,shopee,jawa timur,kabupaten madiun,2,2,196553.00
2024,4,shopee,jawa barat,kabupaten bandung,2,2,196491.00
2024,4,tiktok,kalimantan selatan,kabupaten tapin,2,2,196280.00
2024,12,tiktok,nusa tenggara barat (ntb),kota bima,2,2,196036.00
2024,5,shopee,jawa tengah,kabupaten semarang,2,4,195944.00
2024,8,shopee,bali,kota denpasar,2,2,195930.00
2024,6,shopee,jambi,kota jambi,2,2,195930.00
2024,11,shopee,jawa timur,kota probolinggo,3,3,195875.00
2024,6,shopee,jawa timur,kota mojokerto,2,2,195522.00
2024,5,shopee,jawa timur,kabupaten malang,2,2,195483.00
2024,7,shopee,sulawesi selatan,kabupaten pangkajene kepulauan,2,2,195433.00
2024,9,shopee,riau,kabupaten bengkalis,2,2,194976.00
2024,6,shopee,jambi,kabupaten muaro jambi,2,2,194846.00
2024,11,tiktok,jawa timur,kabupaten madiun,2,2,194843.00
2024,5,shopee,kalimantan timur,kota balikpapan,2,2,194519.00
2024,12,tiktok,jawa tengah,kabupaten purworejo,2,2,194378.00
2024,6,shopee,jawa timur,kabupaten jember,3,3,194352.00
2024,8,shopee,jawa timur,kota madiun,3,7,193955.00
2024,7,tiktok,jawa barat,kabupaten tasikmalaya,2,2,193780.00
2024,7,shopee,sumatera selatan,kabupaten lahat,2,2,193625.00
2024,5,shopee,jawa barat,kabupaten cianjur,2,2,193418.00
2024,8,shopee,sumatera selatan,kabupaten ogan komering ulu timur,4,4,193062.00
2024,6,shopee,gorontalo,kabupaten pohuwato,1,1,193050.00
2024,12,shopee,sulawesi barat,kabupaten polewali mandar,1,2,192736.00
2024,12,tiktok,sulawesi utara,kota kotamobagu,2,2,192727.00
2024,6,shopee,jawa barat,kota cimahi,2,2,192374.00
2024,4,shopee,jawa timur,kabupaten nganjuk,2,2,191506.00
2024,8,shopee,jambi,kabupaten bungo,2,2,191337.00
2024,11,shopee,jawa timur,kabupaten ponorogo,3,3,189999.00
2024,7,shopee,jawa tengah,kota salatiga,2,2,189998.00
2024,5,shopee,kalimantan selatan,kota banjarmasin,2,2,189986.00
2024,12,shopee,jambi,kabupaten batang hari,2,3,189939.00
2024,11,shopee,kalimantan timur,kabupaten kutai timur,2,2,189684.00
2024,5,shopee,sulawesi tenggara,kabupaten kolaka,2,2,189656.00
2024,8,shopee,jawa barat,kota tasikmalaya,1,1,189618.00
2024,9,shopee,kalimantan selatan,kota banjarbaru,3,3,189592.00
2024,9,shopee,kalimantan selatan,kabupaten tanah laut,3,3,189309.00
2024,7,tiktok,jawa tengah,kabupaten wonogiri,2,2,189280.00
2024,5,tiktok,di yogyakarta,kabupaten sleman,2,2,189150.00
2024,10,shopee,lampung,kabupaten tanggamus,2,2,188938.00
2024,7,shopee,kalimantan timur,kota balikpapan,3,3,188924.00
2024,7,shopee,jawa timur,kabupaten banyuwangi,4,6,188601.00
2024,9,shopee,sulawesi selatan,kabupaten luwu utara,1,1,188572.00
2024,9,shopee,jawa timur,kabupaten tuban,3,3,188338.00
2024,4,shopee,jawa timur,kabupaten blitar,3,3,187936.00
2024,9,tiktok,kalimantan selatan,kabupaten hulu sungai utara,1,2,187416.00
2024,9,shopee,kalimantan tengah,kota palangka raya,2,2,187324.00
2024,10,tiktok,kalimantan barat,kabupaten sambas,1,1,187116.00
2024,12,shopee,lampung,kota metro,2,2,186619.00
2024,5,shopee,jawa tengah,kabupaten temanggung,2,2,186578.00
2024,11,tiktok,sulawesi utara,kota manado,2,2,186441.00
2024,8,tiktok,sulawesi utara,kota manado,2,2,186080.00
2024,7,shopee,jawa timur,kabupaten madiun,2,2,185830.00
2024,12,shopee,nanggroe aceh darussalam (nad),kabupaten aceh singkil,2,2,185193.00
2024,6,shopee,jawa barat,kabupaten majalengka,4,4,184936.00
2024,6,shopee,jawa barat,kabupaten garut,2,2,184926.00
2024,12,shopee,sumatera selatan,kota palembang,5,6,184823.00
2024,11,shopee,jawa barat,kabupaten sumedang,4,4,184707.00
2024,10,tiktok,jawa timur,kabupaten lumajang,2,2,184484.00
2024,7,shopee,kalimantan timur,kabupaten kutai kartanegara,2,2,184052.00
2024,5,tiktok,sumatera selatan,kota palembang,1,2,183867.00
2024,8,tiktok,jawa barat,kota cirebon,2,2,183760.00
2024,11,shopee,kalimantan timur,kota samarinda,2,2,183681.00
2024,7,tiktok,sulawesi barat,kabupaten mamuju utara,2,2,183198.00
2024,7,shopee,jawa timur,kabupaten tuban,2,2,183154.00
2024,12,tiktok,jawa timur,kota kediri,2,2,182922.00
2024,6,shopee,dki jakarta,kabupaten kepulauan seribu,2,2,182856.00
2024,6,tiktok,jawa timur,kota pasuruan,2,2,182806.00
2024,4,shopee,jambi,kabupaten tebo,1,1,182682.00
2024,8,tiktok,kalimantan tengah,kabupaten kota waringin timur,2,2,182520.00
2024,10,shopee,kalimantan barat,kota pontianak,3,3,182127.00
2024,6,shopee,banten,kabupaten pandeglang,3,5,182108.00
2024,8,shopee,jawa tengah,kabupaten wonosobo,3,3,180372.00
2024,6,tiktok,lampung,kabupaten lampung selatan,2,2,180094.00
2024,11,shopee,jawa barat,kabupaten garut,4,4,180000.00
2024,8,shopee,jawa barat,kabupaten majalengka,2,2,179644.00
2024,10,tiktok,jawa timur,kota probolinggo,1,2,179321.00
2024,9,tiktok,jawa timur,kabupaten bondowoso,2,2,179240.00
2024,12,shopee,kalimantan barat,kabupaten sintang,2,2,178677.00
2024,12,shopee,jawa timur,kota madiun,2,3,178341.00
2024,7,tiktok,jawa timur,kabupaten kediri,2,2,178330.00
2024,6,tiktok,sulawesi selatan,kabupaten maros,1,1,178100.00
2024,6,shopee,sumatera utara,kota binjai,2,2,177323.00
2024,6,tiktok,jawa barat,kota banjar,2,2,177100.00
2024,9,shopee,lampung,kabupaten lampung barat,2,2,176794.00
2024,6,tiktok,jawa barat,kota cimahi,2,2,176100.00
2024,6,shopee,jawa timur,kabupaten magetan,3,3,176049.00
2024,3,shopee,banten,kota tangerang selatan,2,2,176000.00
2024,12,tiktok,sulawesi tenggara,kota kendari,2,2,175285.00
2024,7,shopee,kepulauan riau,kota tanjung pinang,2,2,175276.00
2024,9,shopee,sumatera selatan,kabupaten ogan komering ulu selatan,2,2,174938.00
2024,9,shopee,jawa timur,kabupaten magetan,3,3,174927.00
2024,11,shopee,jawa tengah,kabupaten wonosobo,2,2,174894.00
2024,12,tiktok,jawa timur,kabupaten trenggalek,2,2,174857.00
2024,5,shopee,jawa tengah,kabupaten pemalang,2,2,174790.00
2024,6,shopee,jawa tengah,kota pekalongan,2,2,174659.00
2024,12,tiktok,jawa barat,kabupaten majalengka,2,2,174599.00
2024,3,shopee,jawa barat,kota bogor,2,2,174000.00
2024,6,shopee,jawa timur,kabupaten sampang,2,2,173941.00
2024,12,shopee,jawa tengah,kabupaten demak,2,2,173889.00
2024,5,tiktok,kalimantan selatan,kota banjarmasin,2,2,173740.00
2024,12,tiktok,jawa timur,kabupaten ngawi,2,2,173714.00
2024,4,shopee,banten,kota tangerang,2,2,173607.00
2024,5,shopee,kalimantan barat,kota singkawang,2,3,173342.00
2024,8,shopee,jawa tengah,kabupaten blora,2,2,172829.00
2024,6,shopee,jawa timur,kabupaten banyuwangi,2,3,172531.00
2024,9,shopee,jawa timur,kabupaten bangkalan,2,2,172185.00
2024,9,tiktok,jawa tengah,kabupaten batang,2,2,171896.00
2024,9,shopee,di yogyakarta,kabupaten gunung kidul,2,2,171680.00
2024,6,tiktok,jawa tengah,kota semarang,2,2,171279.00
2024,8,tiktok,jawa timur,kabupaten tuban,2,2,171140.00
2024,4,shopee,jawa tengah,kabupaten pekalongan,2,2,171052.00
2024,10,tiktok,jambi,kota jambi,2,2,171010.00
2024,7,tiktok,sumatera utara,kabupaten labuhan batu,1,2,170000.00
2024,5,tiktok,kalimantan tengah,kabupaten kota waringin barat,1,1,170000.00
2024,6,tiktok,bangka belitung,kabupaten bangka selatan,1,1,170000.00
2024,11,shopee,jawa tengah,kabupaten demak,2,2,169757.00
2024,4,shopee,jawa barat,kota cimahi,2,2,169410.00
2024,9,shopee,jawa tengah,kabupaten purbalingga,2,2,169139.00
2024,5,shopee,kalimantan timur,kabupaten kutai barat,1,1,169064.00
2024,8,tiktok,jawa barat,kota banjar,2,2,168914.00
2024,10,tiktok,kalimantan selatan,kabupaten barito kuala,1,2,168860.00
2024,10,shopee,jawa timur,kota blitar,2,3,168326.00
2024,6,shopee,kalimantan barat,kabupaten sekadau,2,2,168172.00
2024,7,shopee,sulawesi utara,kabupaten minahasa utara,2,2,168084.00
2024,5,shopee,kalimantan utara,kota tarakan,1,1,167972.00
2024,8,tiktok,sumatera barat,kabupaten padang pariaman,2,2,167778.00
2024,4,shopee,jawa barat,kabupaten sukabumi,2,2,167652.00
2024,8,tiktok,sulawesi selatan,kabupaten takalar,2,2,167600.00
2024,9,tiktok,sulawesi selatan,kabupaten luwu utara,1,1,167500.00
2024,12,shopee,lampung,kabupaten pringsewu,3,3,167181.00
2024,8,tiktok,jawa barat,kota tasikmalaya,2,2,167080.00
2024,5,tiktok,jawa tengah,kota surakarta (solo),2,2,167000.00
2024,6,tiktok,kalimantan tengah,kota palangka raya,1,2,167000.00
2024,8,tiktok,jawa barat,kabupaten kuningan,2,2,166940.00
2024,12,shopee,bali,kota denpasar,3,3,166879.00
2024,8,tiktok,lampung,kabupaten tanggamus,2,2,166630.00
2024,7,shopee,jawa tengah,kabupaten sragen,2,2,166560.00
2024,9,shopee,kalimantan tengah,kabupaten seruyan,2,3,166391.00
2024,8,tiktok,gorontalo,kota gorontalo,2,2,166241.00
2024,4,shopee,lampung,kabupaten lampung timur,2,2,166060.00
2024,8,tiktok,sulawesi barat,kabupaten mamuju,2,2,165892.00
2024,11,tiktok,sumatera selatan,kabupaten ogan komering ulu timur,2,2,165745.00
2024,7,tiktok,jawa timur,kabupaten blitar,2,2,165580.00
2024,11,tiktok,nusa tenggara barat (ntb),kabupaten dompu,2,2,164865.00
2024,11,tiktok,sulawesi tengah,kota palu,2,2,164729.00
2024,11,shopee,lampung,kabupaten mesuji,2,3,164550.00
2024,12,shopee,jawa tengah,kabupaten batang,2,2,164541.00
2024,10,tiktok,kalimantan barat,kabupaten kubu raya,2,2,164403.00
2024,7,tiktok,sumatera barat,kota padang,1,2,164390.00
2024,6,tiktok,jawa timur,kabupaten ponorogo,2,2,164254.00
2024,11,tiktok,jawa timur,kabupaten bojonegoro,2,2,163841.00
2024,12,shopee,jawa tengah,kabupaten banjarnegara,2,2,163794.00
2024,10,tiktok,sulawesi selatan,kabupaten pangkajene kepulauan,2,2,163680.00
2024,7,shopee,sumatera barat,kota padang,2,2,163610.00
2024,4,shopee,lampung,kabupaten lampung tengah,2,3,163600.00
2024,7,tiktok,riau,kabupaten bengkalis,2,2,163401.00
2024,10,shopee,,,1,2,163240.00
2024,11,shopee,jawa tengah,kabupaten jepara,2,4,163223.00
2024,11,tiktok,jawa timur,kabupaten tulungagung,2,2,163197.00
2024,10,shopee,jambi,kota jambi,2,2,163060.00
2024,8,shopee,jawa timur,kabupaten pasuruan,1,1,162930.00
2024,12,tiktok,jawa tengah,kabupaten kudus,2,2,162640.00
2024,7,shopee,jawa timur,kota blitar,2,2,162500.00
2024,7,shopee,sulawesi selatan,kabupaten gowa,2,2,162460.00
2024,11,tiktok,kalimantan tengah,kabupaten kapuas,1,1,162105.00
2024,7,shopee,jawa timur,kabupaten ponorogo,2,2,161801.00
2024,9,tiktok,nusa tenggara barat (ntb),kabupaten sumbawa barat,2,2,161476.00
2024,11,shopee,jawa barat,kota sukabumi,2,3,161253.00
2024,8,shopee,jawa barat,kabupaten tasikmalaya,2,3,161233.00
2024,11,shopee,sumatera selatan,kota palembang,2,3,161214.00
2024,12,shopee,jawa tengah,kota magelang,2,2,161169.00
2024,10,shopee,di yogyakarta,kota yogyakarta,2,2,160784.00
2024,12,tiktok,lampung,kota metro,2,2,160740.00
2024,5,shopee,jawa barat,kabupaten sumedang,2,2,160372.00
2024,8,shopee,,,1,1,160175.00
2024,10,shopee,jawa tengah,kabupaten batang,3,3,159956.00
2024,5,shopee,kalimantan timur,kabupaten kutai timur,2,3,159529.00
2024,11,tiktok,jawa timur,kabupaten nganjuk,2,2,159400.00
2024,12,tiktok,kalimantan tengah,kabupaten barito selatan,2,2,159346.00
2024,4,tiktok,jawa barat,kabupaten indramayu,1,1,158860.00
2024,4,shopee,jawa tengah,kabupaten temanggung,2,2,158689.00
2024,12,tiktok,sumatera selatan,kabupaten ogan komering ulu,2,2,158558.00
2024,4,shopee,jawa tengah,kabupaten banyumas,2,2,157921.00
2024,7,shopee,jawa barat,kabupaten cirebon,3,3,157758.00
2024,12,tiktok,kalimantan selatan,kota banjarbaru,2,2,157612.00
2024,11,tiktok,sulawesi tenggara,kabupaten konawe kepulauan,2,2,156561.00
2024,9,tiktok,jawa tengah,kota salatiga,1,1,156480.00
2024,7,tiktok,jawa timur,kabupaten nganjuk,1,1,156480.00
2024,10,shopee,jawa tengah,kota salatiga,2,2,156373.00
2024,7,shopee,lampung,kota metro,2,2,155896.00
